Unnamed: 0,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,clean_course_title,Year,Month,Day,Profit,course_title_len
1040,255592,Guía práctica para comprar acciones en la Bolsa de USA,https://www.udemy.com/guia-practica-para-comprar-acciones-en-la-bolsa-de-usa/,,0.0,4876,210,36,Intermediate Level,4.5 hours,2014-09-11,Business Finance,Gua prctica para comprar acciones en la Bolsa de USA,2014,9,11,0.0,54
1041,514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,https://www.udemy.com/curso-de-contabilidad-online-contabilidad-financiera/,,20.0,244,13,21,Beginner Level,2.5 hours,2015-06-16,Business Finance,Contabilidad Financiera Conoce el Lenguaje de los Negocios,2015,6,16,4880.0,60
1042,998706,Curso de Day Trader para Iniciantes,https://www.udemy.com/aprenda-a-realizar-trades-na-bolsa-dos-eua/,,0.0,1278,200,13,Beginner Level,1.5 hours,2016-11-03,Business Finance,Curso de Day Trader para Iniciantes,2016,11,3,0.0,35
1043,644020,Curso de Iniciación al Trading,https://www.udemy.com/curso-de-iniciacion-al-trading/,,85.0,31,5,40,All Levels,10.5 hours,2015-11-26,Business Finance,Curso de Iniciacin al Trading,2015,11,26,2635.0,30
1044,1250742,Complete GST Course For Small and Medium Enterprises,https://www.udemy.com/complete-gst-course-for-small-and-medium-enterprises/,,75.0,8,0,45,Beginner Level,6 hours,2017-06-14,Business Finance,Complete GST Course Small Medium Enterprises,2017,6,14,600.0,52
1045,54246,3 documentos clave para administrar tu empresa con éxito,https://www.udemy.com/3-documentos-clave-para-administrar-tu-empresa-con-exito/,,45.0,40,6,18,Intermediate Level,1 hour,2013-05-16,Business Finance,3 documentos clave para administrar tu empresa con xito,2013,5,16,1800.0,56
1046,805630,Forex/Opciones Binarias para Principiantes,https://www.udemy.com/forexopciones-binarias-para-principiantes/,,25.0,9,5,9,Beginner Level,2 hours,2016-04-01,Business Finance,ForexOpciones Binarias para Principiantes,2016,4,1,225.0,42
1047,315716,15 Mandamientos para ganar dinero en Bolsa,https://www.udemy.com/15-mandamientos-para-ganar-dinero-en-bolsa/,,20.0,45,2,49,All Levels,8.5 hours,2014-10-14,Business Finance,15 Mandamientos para ganar dinero en Bolsa,2014,10,14,900.0,42
1048,1124276,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,,80.0,13,3,12,All Levels,44 mins,2017-03-13,Business Finance,Le bitcoin et la blockchain,2017,3,13,1040.0,27
1049,1227792,Contabilità Generale,https://www.udemy.com/contabilita-generale/,,200.0,4,1,40,All Levels,8.5 hours,2017-05-29,Business Finance,Contabilit Generale,2017,5,29,800.0,20
1050,769340,Торговля опционами: Как заработать на волатильности,https://www.udemy.com/optiontrading/,,150.0,20,5,29,All Levels,2 hours,2016-02-25,Business Finance,     ,2016,2,25,3000.0,51
1051,737182,Estrategias de Inversión aplicadas al mundo del trading,https://www.udemy.com/estrategias-de-inversion/,,20.0,9,2,25,All Levels,3 hours,2016-05-26,Business Finance,Estrategias de Inversin aplicadas al mundo del trading,2016,5,26,180.0,55
1052,960786,バイナリーオプション取引,https://www.udemy.com/binaryoptiontrainingprogram/,,85.0,29,3,24,All Levels,39 mins,2016-11-28,Business Finance,,2016,11,28,2465.0,12
1053,657050,Caza los Enormes Movimientos del Mercado,https://www.udemy.com/caza-los-enormes-movimientos-del-mercado/,,20.0,6,2,13,All Levels,1.5 hours,2015-11-12,Business Finance,Caza los Enormes Movimientos del Mercado,2015,11,12,120.0,40
1054,1196700,Le basi del trading online,https://www.udemy.com/le-basi-del-trading-online/,,45.0,7,1,27,Beginner Level,3.5 hours,2017-05-31,Business Finance,Le basi del trading online,2017,5,31,315.0,26
1055,1137310,自分に合った投資信託を見つけよう！,https://www.udemy.com/kabucom_toushin/,,25.0,859,49,23,Beginner Level,2 hours,2017-03-31,Business Finance,,2017,3,31,21475.0,17
1056,632368,Monatlich Geld anlegen für später!,https://www.udemy.com/monatlich-geld-anlegen/,,30.0,5983,135,7,Beginner Level,37 mins,2015-10-06,Business Finance,Monatlich Geld anlegen fr spter,2015,10,6,179490.0,34
1057,571730,Invierte en la Bolsa Mexicana y de USA,https://www.udemy.com/invierte-en-la-bmv/,,200.0,1673,547,40,Beginner Level,5.5 hours,2015-08-10,Business Finance,Invierte en la Bolsa Mexicana de USA,2015,8,10,334600.0,38
1058,720994,Gestão Financeira Para Pequenas e Médias Empresas,https://www.udemy.com/gestao-financeira/,,115.0,1284,230,45,All Levels,4.5 hours,2016-01-29,Business Finance,Gesto Financeira Para Pequenas e Mdias Empresas,2016,1,29,147660.0,49
1059,1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,https://www.udemy.com/curso-bitcoin/,,30.0,394,109,73,All Levels,5.5 hours,2017-02-06,Business Finance,Curso Completo de Bitcoin  Ganhe 000005 Bitcoin,2017,2,6,11820.0,49
1060,907416,Tudo sobre Investimentos em Renda Fixa,https://www.udemy.com/tudo-sobre-investimentos-em-renda-fixa/,,45.0,689,145,16,All Levels,2 hours,2016-08-22,Business Finance,Tudo sobre Investimentos em Renda Fixa,2016,8,22,31005.0,38
1061,1062144,Aprende a invertir sin capital,https://www.udemy.com/aprende-a-invertir-sin-capital/,,130.0,649,37,29,Beginner Level,1.5 hours,2017-05-01,Business Finance,Aprende invertir sin capital,2017,5,1,84370.0,30
1062,1097486,Apprendre à trader sur le marché du Forex - guide complet,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,,140.0,187,47,38,Beginner Level,3 hours,2017-03-07,Business Finance,Apprendre  trader sur le march du Forex  guide complet,2017,3,7,26180.0,57
1063,396890,Introducción a las Finanzas,https://www.udemy.com/introduccion-a-las-finanzas/,,30.0,1798,40,15,Beginner Level,1.5 hours,2015-01-27,Business Finance,Introduccin las Finanzas,2015,1,27,53940.0,27
1064,945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,https://www.udemy.com/finanzielle-unabhaengigkeit-1-erste-schritte-zur-million/,,20.0,465,51,28,Beginner Level,1 hour,2016-09-12,Business Finance,Finanzielle Unabhngigkeit1 Erste Schritte zur Million,2016,9,12,9300.0,56
1065,598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,https://www.udemy.com/forex-espanol/,,140.0,813,94,52,Beginner Level,5 hours,2015-10-05,Business Finance,Forex para PrincipiantesEjemplos en VIVO de Trading Real,2015,10,5,113820.0,57
1066,950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,https://www.udemy.com/finanzielle-unabhaengigkeit-3-millionaer-werden-mit-immobilien/,,20.0,326,23,14,Expert Level,1 hour,2016-09-12,Business Finance,Finanzielle Unabhngigkeit3 Millionr werden mit Immobilien,2016,9,12,6520.0,60
1067,740764,Introduction to Health Financing,https://www.udemy.com/introduction-to-health-financing/,,85.0,26,1,17,Beginner Level,2 hours,2016-05-17,Business Finance,Introduction Health Financing,2016,5,17,2210.0,32
1068,739972,Accounting Cycle: Learn the concepts in 60 minutes,https://www.udemy.com/accounting-cycle-in-60-minutes/,,20.0,26,3,14,All Levels,1 hour,2016-01-26,Business Finance,Accounting Cycle Learn concepts 60 minutes,2016,1,26,520.0,50
1069,464002,Optimize! Make Best Decisions with Microsoft Excel,https://www.udemy.com/optimize/,,20.0,28,3,14,Expert Level,1 hour,2015-04-01,Business Finance,Optimize Best Decisions Microsoft Excel,2015,4,1,560.0,50
1070,343818,Understanding The Stock Market: For Beginners,https://www.udemy.com/understanding-the-stock-market-a-beginners-course/,,25.0,122,2,36,Beginner Level,7.5 hours,2014-11-18,Business Finance,Understanding Stock Market Beginners,2014,11,18,3050.0,45
1071,434100,CFA® Level 1 2014 – FI,https://www.udemy.com/cfa-level-1-fixed-income/,,40.0,149,0,49,All Levels,4.5 hours,2015-03-08,Business Finance,CFA Level 1 2014  FI,2015,3,8,5960.0,22
1072,158140,9. Sinking Funds,https://www.udemy.com/sinking-funds/,,20.0,205,1,5,All Levels,1 hour,2014-02-11,Business Finance,9 Sinking Funds,2014,2,11,4100.0,16
1073,1141708,Managerial Accounting - The Ultimate Beginner Course!,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,,100.0,11,0,121,Beginner Level,11 hours,2017-04-13,Business Finance,Managerial Accounting  Ultimate Beginner Course,2017,4,13,1100.0,53
1074,1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,,175.0,3,0,27,Beginner Level,1 hour,2017-07-04,Business Finance,Forex Trading Beginners Vol 1A Forex Course Simple,2017,7,4,525.0,60
1075,557208,Accounting - Basic Costing ,https://www.udemy.com/basic-costing/,,40.0,108,2,37,Beginner Level,3.5 hours,2015-08-04,Business Finance,Accounting  Basic Costing,2015,8,4,4320.0,27
1076,1178150,"Double Your Salary With Free, Local, Job Training Courses",https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,,20.0,8,1,8,All Levels,1 hour,2017-04-17,Business Finance,Double Salary Free Local Job Training Courses,2017,4,17,160.0,57
1077,93850,Financial Modeling - Facebook Case Study,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,,25.0,9,3,13,All Levels,1.5 hours,2013-10-02,Business Finance,Financial Modeling  Facebook Case Study,2013,10,2,225.0,40
1078,429080,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,,20.0,16,1,11,Intermediate Level,2 hours,2017-03-24,Business Finance,Understanding Financial Derivatives,2017,3,24,320.0,35
1079,914164,Forex Basics: Learn how to read and analyze Forex charts,https://www.udemy.com/forex-basics-c/,,195.0,11,0,45,Beginner Level,4.5 hours,2016-09-22,Business Finance,Forex Basics Learn read analyze Forex charts,2016,9,22,2145.0,56
1080,876898,Forex - Help I cant Trade,https://www.udemy.com/forex-help-i-cant-trade/,,200.0,12,0,20,All Levels,2 hours,2016-10-18,Business Finance,Forex  Help cant Trade,2016,10,18,2400.0,25
1081,877968,Start-up financial modeling for non-finance professionals,https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/,,20.0,11,0,19,All Levels,4 hours,2016-06-20,Business Finance,Startup financial modeling nonfinance professionals,2016,6,20,220.0,57
1082,1230950,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,,50.0,2,0,8,Intermediate Level,1.5 hours,2017-06-23,Business Finance,Fast Route Faster Financial Close,2017,6,23,100.0,42
1083,953432,Easy Finance For Startups,https://www.udemy.com/easy-finance-for-startups/,,50.0,9,4,6,Beginner Level,40 mins,2016-10-16,Business Finance,Easy Finance Startups,2016,10,16,450.0,25
1084,872204,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/,,35.0,15,1,12,All Levels,1 hour,2016-06-27,Business Finance,Excel 4 Accounting  Bookkeeping  Master DateTime  Text,2016,6,27,525.0,58
1085,1027678,"Depreciation, Amortization and Depletion",https://www.udemy.com/depreciation-amor/,,25.0,7,1,13,Intermediate Level,1 hour,2017-03-06,Business Finance,Depreciation Amortization Depletion,2017,3,6,175.0,40
1086,304420,Breakeven Analysis and Pricing,https://www.udemy.com/breakeven-analysis-and-pricing/,,20.0,27,2,10,All Levels,1 hour,2014-09-22,Business Finance,Breakeven Analysis Pricing,2014,9,22,540.0,30
1087,1078254,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,,30.0,5,2,51,All Levels,5 hours,2017-02-02,Business Finance,Tally ERP Complete Training Urdu  Hindi,2017,2,2,150.0,43
1088,1193288,Accounting Simplified,https://www.udemy.com/accounting-simplified/,,30.0,3,0,41,All Levels,8.5 hours,2017-05-03,Business Finance,Accounting Simplified,2017,5,3,90.0,21
1089,1106148,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,,55.0,5,0,11,Intermediate Level,1 hour,2017-04-17,Business Finance,Series 7 Intermediate Options,2017,4,17,275.0,30
1090,1029322,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,,200.0,5,0,10,All Levels,2 hours,2017-01-19,Business Finance,Accounting Business Basics,2017,1,19,1000.0,30
1091,676650,Corso introduttivo al trading profittevole,https://www.udemy.com/corso-introduttivo-al-trading-profittevole/,,20.0,132,9,9,Beginner Level,1 hour,2015-11-23,Business Finance,Corso introduttivo al trading profittevole,2015,11,23,2640.0,42
1092,129274,Aprende a Ganar Dinero en la Bolsa,https://www.udemy.com/aprende-a-ganar-dinero-en-la-bolsa/,,30.0,112,16,42,All Levels,4 hours,2013-12-11,Business Finance,Aprende Ganar Dinero en la Bolsa,2013,12,11,3360.0,34
1093,634932,Inversión: Fundamentos del Trading para Principiantes,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,,125.0,285,6,18,Beginner Level,1.5 hours,2015-10-26,Business Finance,Inversin Fundamentos del Trading para Principiantes,2015,10,26,35625.0,53
1094,116924,Gana en la Bolsa con Análisis Técnico,https://www.udemy.com/curso-basico-de-interpretacion-de-la-bolsa-mediante-graficos/,,25.0,91,11,35,Beginner Level,8.5 hours,2014-01-29,Business Finance,Gana en la Bolsa con Anlisis Tcnico,2014,1,29,2275.0,37
1095,1174086,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,,35.0,32,3,46,All Levels,3 hours,2017-04-19,Business Finance,Precificao  Calculando valor de venda baseado nos custos,2017,4,19,1120.0,59
1096,369726,Cómo ganar dinero invirtiendo en bolsa,https://www.udemy.com/como-ganar-dinero-invirtiendo-en-bolsa/,,0.0,2740,306,10,Beginner Level,2 hours,2016-04-02,Business Finance,Cmo ganar dinero invirtiendo en bolsa,2016,4,2,0.0,38
1097,427040,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,https://www.udemy.com/investiere-online-und-erhalte-zinsen-von-25-in-dollar/,,20.0,59,11,7,All Levels,1.5 hours,2015-02-25,Business Finance,Investiere Tax LiensHohe Zinsen gesetzl festgeschrieben,2015,2,25,1180.0,60
1098,1132162,Investimento em Ações,https://www.udemy.com/investimento-em-acoes/,,20.0,16,4,27,Beginner Level,4.5 hours,2017-03-27,Business Finance,Investimento em Aes,2017,3,27,320.0,21
1099,1206414,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,,85.0,22,5,47,Beginner Level,5 hours,2017-05-18,Business Finance,Excel,2017,5,18,1870.0,25
1100,997128,Estrategias de trading en bolsa,https://www.udemy.com/diferentes-opciones-de-trading-en-bolsa/,,25.0,15,2,14,All Levels,2 hours,2016-12-10,Business Finance,Estrategias de trading en bolsa,2016,12,10,375.0,31
1101,826168,Grundlagen der finanziellen Unabhängigkeit,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,,0.0,1059,96,9,All Levels,1.5 hours,2016-04-21,Business Finance,Grundlagen der finanziellen Unabhngigkeit,2016,4,21,0.0,42
1102,1039930,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",https://www.udemy.com/wie-du-dir-auch-mit-kleinen-betragen-ein-vermogen-aufbaust/,,70.0,187,3,53,All Levels,7 hours,2016-12-14,Business Finance,Wie Du Dir auch mit kleinen Betrgen ein Vermgen aufbaust,2016,12,14,13090.0,59
1103,1232390,Corporate Ethics,https://www.udemy.com/corporate-ethics/,,100.0,0,0,13,Beginner Level,3.5 hours,2017-07-03,Business Finance,Corporate Ethics,2017,7,3,0.0,16
1104,1084454,CFA Level 2- Quantitative Methods,https://www.udemy.com/cfa-level-2-quantitative-methods/,,40.0,0,0,35,All Levels,5.5 hours,2017-07-02,Business Finance,CFA Level 2 Quantitative Methods,2017,7,2,0.0,33
1105,1232312,Core Financial Statement Concepts,https://www.udemy.com/financial-statement-concepts/,,50.0,0,0,9,Intermediate Level,1.5 hours,2017-06-28,Business Finance,Core Financial Statement Concepts,2017,6,28,0.0,33
1106,1251654,Understand Core Finance Principles in 60 Minutes,https://www.udemy.com/core-finance-principles-in-60-minutes/,,75.0,0,0,13,Beginner Level,2.5 hours,2017-06-29,Business Finance,Understand Core Finance Principles 60 Minutes,2017,6,29,0.0,48
1107,712994,Learn Wave accounting to maintain books properly,https://www.udemy.com/learn-wave-accounting-to-maintain-books-properly/,,0.0,1089,50,27,All Levels,3 hours,2016-01-13,Business Finance,Learn Wave accounting maintain books properly,2016,1,13,0.0,48
1108,1024862,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,,0.0,743,0,7,All Levels,1 hour,2017-06-06,Business Finance,Making Tax Digital  UK HMRC Legislation Explained,2017,6,6,0.0,50
1109,123242,Surviving Introduction to Finance,https://www.udemy.com/surviving-introduction-to-finance/,,0.0,1362,7,13,Beginner Level,3 hours,2014-02-06,Business Finance,Surviving Introduction Finance,2014,2,6,0.0,33
1110,788720,Cost of Capital and Weighted Average Cost of Capital,https://www.udemy.com/weighted-average-cost-of-capital-wacc/,,0.0,405,3,22,All Levels,1 hour,2016-04-11,Business Finance,Cost Capital Weighted Average Cost Capital,2016,4,11,0.0,52
1111,196164,Studying the CFA Program exams (Mandarin language version),https://www.udemy.com/studying-the-cfa-mandarin/,,0.0,1168,9,5,All Levels,40 mins,2014-04-09,Business Finance,Studying CFA Program exams Mandarin language version,2014,4,9,0.0,58
1112,1268616,Condor Broken Wing Butterfly Options Trading Course System,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,,0.0,16,0,15,All Levels,1.5 hours,2017-07-06,Business Finance,Condor Broken Wing Butterfly Options Trading Course System,2017,7,6,0.0,58
1113,1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,https://www.udemy.com/kabucom_zeise/,,25.0,3840,296,33,Intermediate Level,1.5 hours,2017-02-21,Business Finance,,2017,2,21,96000.0,20
1114,1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,,20.0,7183,819,14,Beginner Level,1 hour,2017-01-19,Business Finance,,2017,1,19,143660.0,22
1115,624016,TRADING FOR A LIVING: Trading Full-Time Transition Guide,https://www.udemy.com/trading-for-a-living-full-time-trader/,,195.0,483,10,40,Intermediate Level,3.5 hours,2015-11-06,Business Finance,TRADING LIVING Trading FullTime Transition Guide,2015,11,6,94185.0,56
1116,323916,Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,,45.0,172,48,15,All Levels,1 hour,2017-05-24,Business Finance,Learn use Channels find amazing Forex Entries,2017,5,24,7740.0,55
1117,743568,"Financial Analysis, from Scratch to Professional!",https://www.udemy.com/financial-analysis-from-scratch-to-professional-level/,,65.0,256,29,39,Beginner Level,3.5 hours,2016-03-06,Business Finance,Financial Analysis Scratch Professional,2016,3,6,16640.0,49
1118,479688,Cost Accounting Labour Costing (Professional Course Level),https://www.udemy.com/labour-costing/,,20.0,1542,1,24,All Levels,2 hours,2015-04-20,Business Finance,Cost Accounting Labour Costing Professional Course Level,2015,4,20,30840.0,58
1119,1189592,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,,95.0,64,7,44,All Levels,8.5 hours,2017-05-03,Business Finance,Learn Successfully Trade Forex 5 Simple Steps,2017,5,3,6080.0,56
1120,578534,The Intelligent Investor,https://www.udemy.com/the-intelligent-investor/,,30.0,384,40,44,All Levels,10.5 hours,2015-08-27,Business Finance,Intelligent Investor,2015,8,27,11520.0,24
1121,791574,Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,,0.0,3014,19,15,All Levels,1 hour,2017-01-03,Business Finance,Succeed Futures Know Start,2017,1,3,0.0,56
1122,379196,Binary Options Beginners Guide : Nadex,https://www.udemy.com/binary-options/,,40.0,454,52,39,Beginner Level,2 hours,2015-01-09,Business Finance,Binary Options Beginners Guide  Nadex,2015,1,9,18160.0,38
1123,331968,Trading: From Wall Street to Your Street,https://www.udemy.com/from-wall-street-to-your-street/,,50.0,312,24,37,Intermediate Level,5.5 hours,2014-12-18,Business Finance,Trading Wall Street Street,2014,12,18,15600.0,40
1124,576636,Build your own Naked Trading Forex Robot,https://www.udemy.com/build-your-own-naked-trading-forex-robot/,,40.0,315,28,19,All Levels,2 hours,2015-08-11,Business Finance,Build Naked Trading Forex Robot,2015,8,11,12600.0,40
1125,724596,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,https://www.udemy.com/taxpreparation/,,200.0,609,32,33,All Levels,2.5 hours,2016-01-12,Business Finance,Tax Preparation Learn Fast Prepare Taxes Confidence,2016,1,12,121800.0,59
1126,822808,Tax Strategies of the Wealthy,https://www.udemy.com/everything-you-need-to-know-about-taxes/,,195.0,207,19,11,Beginner Level,1.5 hours,2016-04-29,Business Finance,Tax Strategies Wealthy,2016,4,29,40365.0,29
1127,932274,The Ultimate Fibonacci Trading Plan for Forex and Stocks,https://www.udemy.com/fibonacci-trading-strategy/,,200.0,399,15,15,All Levels,1 hour,2016-08-19,Business Finance,Ultimate Fibonacci Trading Plan Forex Stocks,2016,8,19,79800.0,56
1128,32908,Finance and Accounting for Startups,https://www.udemy.com/finance-and-accounting-for-startups/,,50.0,1175,92,75,All Levels,12.5 hours,2013-01-15,Business Finance,Finance Accounting Startups,2013,1,15,58750.0,35
1129,883394,Forex - Calculate Lot Size Like Pro,https://www.udemy.com/forex-calculate-lot-size-like-pro/,,20.0,543,14,11,All Levels,36 mins,2016-06-21,Business Finance,Forex  Calculate Lot Size Like Pro,2016,6,21,10860.0,35
1130,20185,The Complete Forex Trader,https://www.udemy.com/forextrader/,,25.0,1634,142,46,All Levels,7 hours,2012-10-01,Business Finance,Complete Forex Trader,2012,10,1,40850.0,25
1131,188418,Tape Reading: Learn how to read the tape for day trading,https://www.udemy.com/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/,,195.0,1013,128,32,All Levels,14 hours,2014-03-27,Business Finance,Tape Reading Learn read tape day trading,2014,3,27,197535.0,56
1132,975982,4 Easy Daily Forex Trades: A Recipe for Trading Success,https://www.udemy.com/4dailytrades/,,200.0,319,19,12,All Levels,1 hour,2016-11-17,Business Finance,4 Easy Daily Forex Trades Recipe Trading Success,2016,11,17,63800.0,55
1133,674352,Trading Robot Forex Programs in Your Sleep in Live Examples!,https://www.udemy.com/trading-robot-forex-programs-in-your-sleep-in-live-examples/,,200.0,1125,11,18,Expert Level,1.5 hours,2016-01-28,Business Finance,Trading Robot Forex Programs Sleep Live Examples,2016,1,28,225000.0,60
1134,936884,Free Options 101 - Basic of Call and Put Options in 1 Hours,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,,0.0,2481,71,26,All Levels,1.5 hours,2016-08-22,Business Finance,Free Options 101  Basic Options 1 Hours,2016,8,22,0.0,59
1135,707644,An Intro into Trading the Financial Markets,https://www.udemy.com/an-intro-into-trading-the-financial-markets/,,100.0,1006,14,17,Beginner Level,1.5 hours,2016-09-03,Business Finance,Intro Trading Financial Markets,2016,9,3,100600.0,43
1136,700140,Developing A Trading Strategy: Your Guide to Trading Success,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,,20.0,1044,8,16,All Levels,2 hours,2015-12-17,Business Finance,Developing Trading Strategy Guide Trading Success,2015,12,17,20880.0,60
1137,546656,How to Trade Commodity and Financial Futures for a Living!,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/,,200.0,1240,17,20,All Levels,2.5 hours,2016-01-15,Business Finance,Trade Commodity Financial Futures Living,2016,1,15,248000.0,58
1138,1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,,115.0,504,5,32,All Levels,1.5 hours,2017-03-23,Business Finance,Trade Forex like Hedge Fund Long FX Strategies,2017,3,23,57960.0,56
1139,1253868,Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,,200.0,15,1,56,All Levels,3 hours,2017-06-28,Business Finance,Complete Short Financial Ratio Course Financial Analysis,2017,6,28,3000.0,60
1140,645634,How to Build Profitable FOREX Automated Trading Strategies!,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,,200.0,358,8,21,All Levels,2.5 hours,2015-11-11,Business Finance,Build Profitable FOREX Automated Trading Strategies,2015,11,11,71600.0,59
1141,528104,Stock Trading Strategies: Profitable Trading in 7 Days.,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,,50.0,80,10,27,All Levels,5.5 hours,2015-06-16,Business Finance,Stock Trading Strategies Profitable Trading 7 Days,2015,6,16,4000.0,55
1142,1053462,Management Accounting A Complete Study,https://www.udemy.com/management-accounting-a-complete-study/,,150.0,133,3,158,All Levels,17.5 hours,2016-12-29,Business Finance,Management Accounting Complete Study,2016,12,29,19950.0,38
1143,148028,Become a Career Day Trader: Asian-Pacific Futures Markets,https://www.udemy.com/become-a-career-day-trader/,,20.0,207,8,30,All Levels,3.5 hours,2014-01-27,Business Finance,Career Day Trader AsianPacific Futures Markets,2014,1,27,4140.0,57
1144,179824,Equity Products,https://www.udemy.com/equity-products/,,50.0,426,17,16,All Levels,2.5 hours,2014-03-11,Business Finance,Equity Products,2014,3,11,21300.0,15
1145,777276,Financial Accounting Part I - Passing the Class,https://www.udemy.com/severson-financial-accounting-part-one/,,20.0,45,10,47,Beginner Level,4.5 hours,2016-06-29,Business Finance,Financial Accounting  Passing Class,2016,6,29,900.0,47
1146,174790,Accounting 102: Guide to Business Accounting,https://www.udemy.com/accounting-skills-a-businessman-must-haveintermediate-level/,,50.0,1280,1,27,Intermediate Level,8.5 hours,2014-05-09,Business Finance,Accounting 102 Guide Business Accounting,2014,5,9,64000.0,44
1147,247940,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,https://www.udemy.com/monetizing-your-website-how-to-add-cost-per-action-cpa/,,35.0,142,4,18,All Levels,1 hour,2014-06-30,Business Finance,Monetizing Website Add CostPerAction CPA,2014,6,30,4970.0,58
1148,42146,Advanced Finance and Accounting for Startups,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,,40.0,188,7,48,Intermediate Level,6.5 hours,2014-02-27,Business Finance,Advanced Finance Accounting Startups,2014,2,27,7520.0,44
1149,408894,Basics of Tax in India  (College Level),https://www.udemy.com/basics-of-indian-income-tax/,,20.0,718,5,28,All Levels,2 hours,2015-01-31,Business Finance,Basics Tax India College Level,2015,1,31,14360.0,39
1150,176136,Trade for a Living,https://www.udemy.com/trade-for-a-living/,,20.0,293,14,59,All Levels,8 hours,2014-03-22,Business Finance,Trade Living,2014,3,22,5860.0,18
1151,929146,Learn Stock Options: Options Made Simple 101,https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/,,35.0,93,13,49,Beginner Level,5 hours,2016-08-17,Business Finance,Learn Stock Options Options Simple 101,2016,8,17,3255.0,44
1152,260066,Banking Credit Analysis Process (for Bankers),https://www.udemy.com/credit-analysis-process/,,180.0,894,62,241,Beginner Level,17.5 hours,2014-07-12,Business Finance,Banking Credit Analysis Process for Bankers,2014,7,12,160920.0,45
1153,682514,Professional Forex strategy,https://www.udemy.com/beginner-trading-forex-strategy/,,50.0,353,21,17,Expert Level,1.5 hours,2016-02-03,Business Finance,Professional Forex strategy,2016,2,3,17650.0,27
1154,66383,A Beginners Guide to Technical Analysis of Stock Charts,https://www.udemy.com/beginners-guide-to-technical-analysis/,,40.0,829,78,50,Beginner Level,8.5 hours,2013-09-15,Business Finance,Beginners Guide Technical Analysis Stock Charts,2013,9,15,33160.0,55
